Text,Emotion
"['start', 'third', 'block', 'feel', 'hot', 'cold', 'tingli', 'time', 'know', 'still', 'five', 'hour', 'examin', 'ahead', 'idea', 'ani', 'would', 'ani', 'good']",2
"['im', 'hesit', 'make', 'suggest', 'becaus', 'feel', 'outcom', 'would', 'sincer']",1
"['feel', 'terribl', 'fond', 'major', 'thi', 'precis', 'time']",2
"['feel', 'gain', 'control', 'damag', 'good', 'aspect', 'person', 'secur']",0
"['wa', 'bomb', 'first', 'interview', 'left', 'second', 'interview', 'feel', 'pretti', 'fan', 'freak', 'tastic']",1
"['think', 'kind', 'taken', 'us', 'thi', 'long', 'build', 'good', 'inventori', 'sauc', 'oil', 'spice', 'non', 'perish', 'feel', 'like', 'chanc', 'make', 'someth', 'delici', 'without', 'specif', 'go', 'buy', 'everi', 'singl', 'item', 'recip']",1
"['feel', 'advis', 'dad', 'whose', 'children', 'soon', 'becom', 'teenag', 'cool', 'pull', 'kid', 'high', 'school', 'pick', 'smelli', 'jalopi', 'plant', 'come', 'window']",1
"['feel', 'victim', 'drag', 'countri', 'head', 'sand', 'traditionalist', 'hesit', 'call', 'conserv', 'fear', 'offend', 'real', 'honest', 'god', 'conserv', 'still', 'think', 'world', 'wa', 'creat', 'year', 'ago', 'stuff', 'like', 'skelet', 'remain', 'kind', 'hoax']",0
"['would', 'feel', 'lucki', 'call', 'ani', 'materi', 'kit', 'site', 'mine', 'beauti', 'curat']",1
"['blood', 'prove', 'reason', 'wa', 'feel', 'letharg', 'rubbish', 'wa', 'low', 'iron', 'prescrib', 'iron', 'tablet']",0
"['mind', 'feel', 'like', 'mind', 'danger', 'life']",3
"['feel', 'like', 'love', 'everyon', 'least', 'compassion', 'toward']",2
"['feel', 'punish', 'neglect']",0
"['feel', 'like', 'doesnt', 'captur', 'beauti', 'thi', 'love', 'polish']",2
"['feel', 'like', 'lost', 'main', 'root', 'feel', 'less', 'secur', 'emot', 'financi', 'social']",0
"['feel', 'like', 'bite', 'bullet', 'everi', 'time', 'think', 'feel', 'stress', 'becaus', 'im', 'fulli', 'support', 'decis']",0
"['know', 'obnoxi', 'immatur', 'sound', 'verbal', 'tic', 'voic', 'kind', 'nasal', 'alway', 'come', 'across', 'like', 'sharpest', 'tool', 'shed', 'especi', 'feel', 'awkward', 'know', 'know', 'know']",0
"['id', 'terribl', 'nightmar', 'wa', 'feel', 'littl', 'disturb']",0
"['didnt', 'want', 'walk', 'pass', 'case', 'custom', 'feel', 'disturb']",0
"['want', 'suffer', 'abl', 'find', 'hope', 'battl', 'help', 'feel', 'alon']",0
"['feel', 'except', 'reluct', 'go', 'school', 'tomorrow', 'even', 'though', 'monday', 'timet', 'pretti', 'good']",4
"['festiv', 'thi', 'feel', 'delici', 'wheeeeee', 'great', 'night']",1
"['look', 'forward', 'beaten', 'feel', 'like', 'disappoint', 'husband', 'emot', 'pain']",0
"['im', 'sick', 'feel', 'crappi']",0
"['feel', 'like', 'almost', 'convinc', 'thi', 'go', 'pattern']",1
"['also', 'wear', 'im', 'wear', 'dress', 'make', 'feel', 'slutti', 'feel', 'like', 'antiqu', 'underwear', 'obvious', 'littl', 'bit', 'edgi', 'mayb', 'littl', 'bit', 'littl', 'bit']",2
"['feel', 'pervers', 'pride', 'self', 'control', 'manag', 'stay', 'wa', 'order', 'reach', 'tempt', 'human', 'flesh', 'close', 'befor', 'us']",0
"['feel', 'impati', 'easili', 'annoy', 'outrag', 'blatant', 'defianc', 'seem', 'olivia', 'promin', 'characterist', 'day']",3
"['wa', 'posit', 'giddi', 'kid', 'left', 'thi', 'morn', 'veri', 'last', 'offici', 'class', 'year', 'im', 'feel', 'littl', 'sad']",0
"['feel', 'support', 'also', 'cant', 'help', 'feel', 'jealou']",2
"['mainli', 'like', 'text', 'becaus', 'feel', 'like', 'much', 'clever', 'written', 'word', 'rather', 'spoken']",1
"['seriouli', 'feel', 'respect', 'dont', 'privaci', 'order', 'around']",1
"['said', 'word', 'devote', 'feel', 'reliev', 'hear', 'titl', 'deen', 'bandhu', 'fallen', 'person', 'becom', 'afraid', 'titl', 'uplift', 'devote', 'consid', 'true', 'devote', 'henc', 'unworthi', 'benefit', 'aspect', 'person']",1
"['person', 'feel', 'pain', 'suffer']",0
"['guess', 'would', 'feel', 'like', 'joseph', 'walt', 'trust', 'care', 'mother', 'financ', 'six', 'month', 'befor', 'die', 'time', 'want', 'defend', 'self', 'god', 'make', 'quiet']",1
"['wa', 'warm', 'start', 'feel', 'littl', 'letharg']",0
"['feel', 'excel', 'sometim', 'noth', 'especi', 'sinc', 'im', 'realli', 'keen', 'video', 'game', 'anymor', 'watch', 'bit', 'anim', 'movi', 'got', 'life']",1
"['wonder', 'thi', 'master', 'feel', 'r', 'want', 'eager', 'pleas', 'master', 'could', 'veri', 'much', 'enjoy', 'hi', 'attent', 'becaus', 'wrong', 'ha', 'desir', 'return', 'hi', 'affect']",1
"['im', 'feel', 'littl', 'bit', 'posit', 'thing', 'quit', 'hard', 'first', 'save', 'eaten', 'quickli', 'cost', 'didnt', 'want', 'becom', 'burden', 'boyfriend', 'weve', 'come', 'end', 'im', 'feel', 'brighter', 'inspir', 'thing', 'come']",1
"['im', 'feel', 'rather', 'sentiment', 'right', 'say', 'feel', 'lucki', 'max', 'mom']",0
"['make', 'show', 'feel', 'isol', 'crowd', 'ill', 'know', 'wa', 'wrong', 'anti', 'social', 'feel']",0
"['ive', 'learn', 'turn', 'emot', 'often', 'find', 'feel', 'complet', 'blank', 'mother', 'cri', 'continu', 'suicid']",0
"['feel', 'loyal', 'style']",2
"['understand', 'may', 'feel', 'youd', 'rather', 'bit', 'vulner', 'homeless', 'london', 'precis', 'way']",4
"['final', 'stop', 'feel', 'listless', 'like', 'wast', 'space']",0
"['know', 'im', 'feel', 'agit', 'side', 'effect', 'high', 'dose']",4
"['feel', 'shift', 'posit']",1
"['feel', 'brave', 'enough']",1
"['fear', 'thief']",4
"['feel', 'clever', 'nov']",1
"['alway', 'spend', 'money', 'mean', 'feel', 'dissatisfi', 'exit', 'store']",3
"['im', 'feel', 'realli', 'quit', 'angri']",3
"['feel', 'kerri', 'didnt', 'support', 'civil', 'union', 'gay', 'equal']",2
"['feel', 'realli', 'asham']",0
"['feel', 'amaz', 'peopl', 'life']",5
"['final', 'left', 'feel', 'judg', 'ridicul', 'becaus', 'intellig']",1
"['start', 'feel', 'bit', 'insult', 'thi', 'stranger']",3
"['mani', 'day', 'feel', 'hopeless', 'today', 'light', 'end', 'yellow', 'brick', 'road', 'wa', 'shine', 'littl', 'brighter']",0
"['actual', 'feel', 'sorrow']",0
"['see', 'women', 'wear', 'boot', 'feel', 'enviou', 'want', 'curs']",3
"['feel', 'feel', 'tell', 'togeth', 'apolog', 'make', 'keep', 'love', 'bit', 'bit']",2
"['go', 'say', 'feel', 'veri', 'impress', 'naomi', 'klein', 'right']",5
"['began', 'feel', 'sens', 'dull', 'cold', 'black', 'unconsci', 'came']",0
"['suspect', 'feel', 'less', 'fond', 'privat']",2
"['wa', 'honour', 'thi', 'young', 'woman', 'felt', 'comfort', 'enough', 'ask', 'kind', 'faux', 'hawk', 'thing', 'go', 'back', 'must', 'look', 'dykey', 'enough', 'feel', 'safe', 'talk']",1
"['wonder', 'cast', 'caveman', 'told', 'perfect', 'part', 'feel', 'insult', 'compliment']",3
"['feel', 'convinc', 'plu', 'mani', 'divers', 'price', 'tag', 'feel', 'sure', 'everyon', 'come', 'fund', 'plot', 'light', 'rel', 'econom']",1
"['feel', 'empti', 'babi', 'isnt']",0
"['stop', 'feel', 'exhaust', 'href', 'http', 'provokingbeauti']",0
"['im', 'feel', 'font', 'friendli']",1
"['hand', 'bead', 'conscious', 'breath', 'conscious', 'work', 'feel', 'calm', 'list', 'thing', 'accomplish', 'afternoon']",1
"['alway', 'feel', 'intimid', 'peopl', 'especi', 'alway', 'compar', 'peopl', 'ever', 'sinc', 'wa', 'young']",4
"['made', 'feel', 'rotten']",0
"['start', 'feel', 'hostil', 'check', 'hemorrhoid']",3
"['love', 'wear', 'new', 'shoe', 'feel', 'glamour', 'get', 'pair', 'design', 'shoe', 'love', 'box', 'trim', 'come']",1
"['know', 'larg', 'fact', 'ani', 'feel', 'romant', 'sexual', 'success', 'hidden']",2
"['love', 'feel', 'someth', 'warmli', 'hug', 'feel', 'preciou', 'small', 'preciou', 'someon', 'someth']",1
"['im', 'feel', 'far', 'mellow', 'normal']",1
"['becam', 'dismay', 'studi', 'peopl', 'wear', 'start', 'feel', 'like', 'though', 'outfit', 'gorgeou', 'bought', 'way']",1
"['dont', 'want', 'wax', 'draw', 'anyth', 'need', 'unibrow', 'mayb', 'get', 'rid', 'spare', 'hair', 'creep', 'toward', 'eyelid', 'im', 'feel', 'brave']",1
"['im', 'feel', 'lucki', 'width', 'li', 'style', 'border', 'px', 'list', 'style', 'outsid', 'margin', 'px', 'px']",1
"['recal', 'high', 'school', 'feel', 'long', 'watch', 'olymp', 'runner', 'feel', 'st']",2
"['woke', 'feel', 'confid', 'watch', 'bodypump', 'dvd', 'gather', 'coach', 'tip', 'compulsori', 'cue']",1
"['didnt', 'say', 'wa', 'strong', 'feel', 'alway', 'make', 'skeptic', 'first']",4
"['want', 'talk', 'limit', 'time', 'phone', 'current', 'arrang', 'feel', 'hesit', 'bring']",4
"['begin', 'feel', 'good', 'chanc', 'might', 'pass']",1
"['feel', 'like', 'littl', 'control', 'help', 'sweet', 'pea', 'better', 'know', 'ahead']",1
"['feel', 'like', 'receiv', 'end', 'violent', 'attack']",3
"['feel', 'worthwhil', 'document', 'peopl', 'familiar', 'batch', 'file']",1
"['feel', 'especi', 'thank', 'mani', 'small', 'bless', 'life', 'right']",1
"['hope', 'weatherman', 'right', 'hi', 'forecast', 'stay', 'home', 'dont', 'ventur', 'rain', 'tomorrow', 'feel', 'kind', 'creativ']",1
"['feel', 'like', 'im', 'edg', 'thi', 'microcosm', 'one', 'awkward', 'moment', 'miss', 'parti', 'id', 'outsid']",0
"['feel', 'bit', 'funni', 'actual']",5
"['learnt', 'noth', 'els', 'last', 'two', 'year', 'best', 'feel', 'way', 'trust', 'instinct']",1
"['feel', 'also', 'blossom', 'eager', 'anxieti']",1
"['feel', 'burden', 'share']",0
"['alway', 'want', 'nemo', 'side', 'sleep', 'without', 'feel', 'weird', 'even', 'though', 'doesnt', 'happen', 'often', 'get']",5
"['im', 'feel', 'outfit', 'heel', 'gorgeou']",1
"['feel', 'confus']",4
"['feel', 'session', 'wa', 'use', 'gave', 'tool', 'need', 'move', 'forward', 'life']",1
"['feel', 'selfish', 'bring', 'loneli', 'child', 'know', 'parent', 'newtown', 'griev', 'lost', 'babi']",3
"['took', 'away', 'disappoint', 'feel', 'pain', 'gave', 'heart', 'heal', 'lord', 'becaus', 'onli', 'one', 'love', 'never', 'betray', 'never', 'lose', 'loyalti', 'even', 'loyal']",2
"['feel', 'enviou', 'embarrass']",3
"['could', 'feel', 'frantic', 'need', 'need', 'make', 'hi']",4
"['feel', 'overwhelm', 'respons', 'teacher', 'someon', 'trust', 'preciou', 'gift', 'honor']",5
"['feel', 'tranquil', 'right', 'great']",1
"['feel', 'frustrat', 'new', 'music', 'new', 'lyric', 'clearli', 'noth']",3
"['thought', 'go', 'talk', 'tri', 'work', 'thing', 'wa', 'shock', 'find', 'steve', 'decid', 'want', 'hi', 'thing', 'broke', 'wa', 'feel', 'unlov']",0
"['wouldnt', 'bear', 'wit', 'incred', 'well', 'spoken', 'bouncer', 'make', 'emo', 'kid', 'feel', 'complet', 'unwelcom']",0
"['tend', 'stop', 'breath', 'feel', 'stress']",0
"['wa', 'smoker', 'year', 'quit', 'week', 'ago', 'right', 'finish', 'book', 'cant', 'believ', 'free', 'feel', 'knew', 'quit', 'wa', 'terrifi', 'life', 'without', 'cigarett']",4
"['go', 'mailbox', 'talk', 'mailman', 'groceri', 'clerk', 'etc', 'matter', 'small', 'step', 'limit', 'risk', 'complet', 'total', 'willing', 'experi', 'whatev', 'thought', 'feel', 'sensat', 'emerg', 'import']",1
"['alreadi', 'feel', 'frantic']",4
"['feel', 'like', 'thi', 'insecur', 'good', 'thing', 'first', 'start', 'write', 'pictur']",1
"['feel', 'compliment', 'insult']",3
"['crave', 'fall', 'submiss', 'feel', 'submiss', 'least']",0
"['feel', 'tender', 'fine']",2
"['feel', 'irrit', 'piss', 'even', 'like', 'someon', 'wake', 'moment', 'edg', 'fall', 'deep', 'slumber']",3
"['made', 'work', 'feel', 'littl', 'groggi']",0
"['want', 'love', 'feel', 'like', 'sort', 'hindranc', 'keep', 'love']",2
"['feel', 'fond', 'themselv', 'ok', 'second', 'thought', 'realli', 'sensit', 'spell', 'everyth']",2
"['ill', 'get', 'round', 'thi', 'quarter', 'im', 'feel', 'hope', 'thi', 'one']",1
"['im', 'start', 'feel', 'unwelcom', 'life', 'peopl', 'alreadi', 'tell', 'thi']",0
"['feel', 'absolut', 'fantast', 'hope', 'babi', 'doe']",1
"['watch', 'snow', 'fall', 'accumul', 'conif', 'tree', 'wa', 'shovel', 'shirt', 'sleev', 'feel', 'vigor']",1
"['feel', 'bitter', 'honkerblonk', 'gener']",3
"['feel', 'father', 'alreadi', 'convinc']",1
"['love', 'feel', 'passion', 'live', 'dream', 'gotten', 'tast', 'feel', 'like', 'noth', 'stop']",2
"['play', 'rain', 'squeal', 'glee', 'feel', 'mud', 'squish', 'toe', 'enjoy', 'pretti', 'much', 'anyth', 'take', 'place', 'outdoor']",1
"['feel', 'humor', 'put', 'cold', 'caller', 'hold']",1
"['busi', 'stuff', 'never', 'blog', 'thread', 'onli', 'make', 'feel', 'miser']",0
"['feel', 'energ', 'curiou', 'life', 'god', 'potenti', 'give', 'someth', 'back', 'societi', 'find', 'someon', 'heart']",5
"['feel', 'veri', 'privileg', 'also', 'lot', 'work']",1
"['im', 'pretti', 'happi', 'littl', 'nauseat', 'side', 'feel', 'thrill']",1
"['close', 'eye', 'hear', 'piti', 'wail', 'sound', 'cri', 'tast', 'salti', 'tast', 'tear', 'feel', 'anger', 'hurt', 'satur', 'heart']",0
"['bought', 'virtual', 'fat', 'free', 'thousand', 'island', 'feel', 'veri', 'impress', 'hold', 'larg', 'quantiti', 'thi', 'substanc', 'leav', 'lettuc', 'cucumb', 'friend', 'total', 'sugar', 'becom', 'burn', 'fat']",5
"['im', 'sure', 'folk', 'virginia', 'florida', 'hand', 'swing', 'state', 'agre', 'feel', 'onli', 'put', 'upon', 'insult', 'constant', 'barrag']",3
"['feel', 'like', 'im', 'put', 'innoc', 'man', 'death', 'row']",1
"['sure', 'els', 'help', 'feel', 'smart']",1
"['begin', 'feel', 'everi', 'wake', 'moment', 'devot', 'work']",2
"['feel', 'thank', 'lesson', 'learn']",1
"['feel', 'long', 'sad', 'see', 'famili', 'children']",2
"['feel', 'distinctli', 'call', 'clermont', 'focu', 'littl', 'one', 'seem', 'naughti']",2
"['hope', 'feel', 'glad', 'gave', 'mani', 'thing', 'includ', 'memori', 'cherish']",1
"['feel', 'pretti', 'worthless', 'right']",0
"['feel', 'project', 'clever', 'use', 'enough', 'figur', 'would', 'start', 'share', 'instruct', 'wrote', 'first', 'one', 'thi', 'weekend']",1
"['continu', 'think', 'along', 'line', 'probabl', 'would', 'done', 'dish', 'anger', 'got', 'wed', 'fight', 'feel', 'complet', 'abus']",0
"['didnt', 'feel', 'especi', 'nervou', 'finland', 'land', 'pari', 'wa', 'littl', 'unsur', 'would', 'ahead', 'us', 'thought', 'st', 'grade', 'student', 'jann', 'suominen']",4
"['feel', 'enviou', 'kid', 'certain', 'moment']",3
"['wa', 'feel', 'like', 'pretti', 'crappi', 'mom']",0
"['im', 'feel', 'piss', 'aac', 'feel', 'kind', 'miser', 'frustrat', 'life', 'thi', 'whole', 'week']",3
"['im', 'scare', 'anymor', 'im', 'fine', 'feel', 'terrif', 'surgeri']",1
"['still', 'feel', 'vulner', 'around']",4
"['honestli', 'sure', 'feel', 'stun']",5
"['feel', 'care', 'person', 'attract', 'care', 'peopl', 'life']",2
"['im', 'left', 'feel', 'quit', 'embarrass', 'say', 'noth', 'new']",0
"['feel', 'unwelcom', 'place', 'buti', 'cant', 'decid', 'scare', 'anyth', 'thi', 'ok', 'situat', 'stay', 'thi', 'dead', 'end', 'situat', 'becaus', 'afraid', 'thing', 'get', 'wors']",0
"['may', 'may', 'cri', 'thank', 'make', 'children', 'feel', 'special', 'love']",1
"['realli', 'want', 'go', 'buy', 'yardag', 'art', 'galleri', 'play', 'becaus', 'feel', 'amaz']",5
"['feel', 'like', 'lose', 'sens', 'self', 'adapt', 'think', 'loyal']",2
"['feel', 'burden', 'sever', 'love', 'one', 'miss', 'big', 'kid', 'havent', 'seen', 'sinc', 'friday']",0
"['feel', 'still', 'realli', 'low', 'abdomen']",0
"['feel', 'like', 'welcom', 'tight', 'knit', 'famili', 'make', 'sure', 'feel', 'alon', 'ever']",1
"['feel', 'thi', 'doubt']",4
"['usual', 'use', 'smaller', 'lego', 'howev', 'thi', 'year', 'student', 'fine', 'motor', 'delay', 'want', 'student', 'feel', 'success']",1
"['get', 'exercis', 'feel', 'like', 'im', 'someth', 'worthwhil', 'meantim']",1
"['feel', 'like', 'life', 'veri', 'rich', 'fulfil', 'know', 'peopl', 'look', 'way', 'live', 'feel', 'misplac', 'piti']",1
"['feel', 'bless', 'amaz', 'ye', 'veri', 'excit']",2
"['feel', 'hesit', 'talk', 'thi']",4
"['tri', 'get', 'least', 'minut', 'day', 'five', 'day', 'week', 'though', 'known', 'skip', 'workout', 'feel', 'particularli', 'letharg', 'lazi']",0
"['feel', 'beaten', 'sick', 'utterli', 'devoid', 'hope', 'ever', 'life', 'want']",0
"['feel', 'hesit', 'comment', 'becaus', 'want', 'add', 'pileon', 'seem', 'clear', 'involv', 'learn', 'past', 'experi', 'interest', 'appli', 'learn', 'futur', 'project']",4
"['feel', 'quit', 'passion', 'communion', 'tremend', 'import', 'person', 'theolog']",2
"['im', 'feel', 'happi', 'well']",1
"['find', 'much', 'time', 'think', 'without', 'feel', 'depress', 'actual', 'abl', 'write', 'imagin', 'without', 'feel', 'trap', 'like', 'miss', 'someth', 'near', 'constant', 'feel', 'citi']",0
"['got', 'feel', 'brig', 'sincer', 'ha', 'veri', 'strong', 'desir', 'help', 'becom', 'success', 'financi', 'also', 'build', 'strengthen', 'relationship', 'christian']",1
"['feel', 'like', 'ive', 'fake', 'feel', 'lot', 'often', 'would', 'like']",0
"['feel', 'energet', 'decid', 'go', 'bike', 'rest', 'templ']",1
"['im', 'realli', 'like', 'said', 'onli', 'understand', 'way', 'feel', 'toni', 'ight', 'blame', 'excess', 'merican', 'dream', 'seldom', 'wit', 'never', 'er', 'seen', 'hah', 'hah', 'hah', 'hah', 'hah']",0
"['happpi', 'get', 'good', 'result', 'field', 'academ', 'athlet']",1
"['dont', 'know', 'want', 'work', 'becaus', 'alway', 'someth', 'make', 'feel', 'stress', 'anxiou', 'work', 'whatev', 'job', 'may', 'job', 'requir', 'sort', 'rule', 'pressur']",0
"['id', 'pop', 'chair', 'feel', 'like', 'someth', 'worthwhil']",1
"['wa', 'realli', 'hope', 'theyd', 'get', 'far', 'enough', 'ahead', 'us', 'could', 'feel', 'like', 'navig', 'wa', 'delight', 'punch', 'second', 'control', 'head', 'onto', 'trail', 'wood']",1
"['feel', 'like', 'normal', 'would', 'angri', 'becaus', 'actual', 'think', 'could', 'never', 'beauti', 'size']",3
"['wonder', 'mani', 'peopl', 'onli', 'feel', 'like', 'perspect', 'think', 'sake', 'without', 'want', 'turn', 'result', 'crappi', 'work']",0
"['feel', 'indecis', 'whether', 'feel', 'book', 'huckleberri', 'finn', 'censor']",4
"['known', 'like', 'kamiki', 'kun', 'laugh', 'nozomi', 'feel', 'unpleas', 'knot', 'stomach', 'must', 'think', 'fool', 'nonchan']",0
"['made', 'choic', 'start', 'recogn', 'feel', 'unlov', 'kick', 'choos', 'keep', 'persist', 'level', 'allow', 'old', 'reaction', 'shut']",0
"['feel', 'like', 'im', 'hate', 'celebr', 'cant', 'wait', 'till', 'day', 'say', 'made']",3
"['still', 'feel', 'funni', 'write', 'like', 'mayb', 'call', 'spirit', 'guid', 'realli', 'observ', 'cheerlead', 'someth']",5
"['would', 'rather', 'feel', 'noth', 'feel', 'thi', 'surpris', 'find', 'life', 'veri', 'depress', 'grey', 'unreward']",5
"['feel', 'veri', 'comfort', 'thi', 'decis']",1
"['get', 'realli', 'sweati', 'dure', 'episod', 'stomach', 'feel', 'realli', 'funni', 'like', 'free', 'fall']",5
"['feel', 'overwhelm', 'late']",4
"['learnt', 'much', 'wonder', 'world', 'beaubronz', 'feel', 'thi', 'love', 'tan', 'brand', 'fit', 'perfectli', 'latest', 'mantra', 'stolen', 'boudoir', 'lash', 'mother', 'asma', 'docrat']",2
"['feel', 'rebelli', 'becaus', 'particularli', 'like', 'watch', 'romcom', 'get', 'feel', 'may', 'pretti', 'good', 'write']",3
"['didnt', 'feel', 'welcom', 'first', 'enter', 'morri', 'quickli', 'chang', 'left', 'feel', 'veri', 'happi']",1
"['im', 'contempl', 'feel', 'skeptic']",4
"['ive', 'becom', 'anxiou', 'recent', 'time', 'thi', 'certainli', 'feel', 'amongst', 'peopl', 'belief', 'sieg', 'often', 'disadvantag', 'look', 'consid', 'way', 'differ', 'faith', 'make', 'less', 'worthi', 'regard', 'said']",0
"['feel', 'like', 'care', 'im', 'bit', 'heartless']",3
"['hate', 'chemo', 'thought', 'toxin', 'wash', 'everi', 'singl', 'cell', 'make', 'feel', 'horribl', 'make', 'cring']",0
"['feel', 'honour', 'host', 'thi', 'seri', 'talent']",1
"['love', 'feel', 'threaten', 'around', 'littl']",4
"['feel', 'read', 'allthingsbuck', 'blog', 'brought', 'tear', 'eye', 'lump', 'throat', 'feel', 'worthwhil', 'thing', 'upset', 'shouldnt', 'write', 'lame', 'blog']",1
"['wa', 'feel', 'determin', 'didnt', 'take', 'long', 'start', 'nom', 'naughti', 'stuff']",1
"['feel', 'honor', 'mani', 'wonder', 'artist', 'display', 'work', 'public', 'see']",1
"['rememb', 'fulli', 'stress', 'fun', 'feel', 'could', 'live']",1
"['feel', 'daze', 'href', 'http', 'twitter']",5
"['feel', 'bitchi', 'becaus', 'hurt']",3
"['alway', 'feel', 'like', 'ive', 'assault', 'hi', 'pic']",0
"['im', 'onli', 'thank', 'everyth', 'seem', 'work', 'wrap', 'week', 'new', 'job', 'also', 'feel', 'pretti', 'lucki', 'peopl', 'live']",1
"['feel', 'incred', 'isol', 'lone']",0
"['feel', 'selfish', 'talk', 'anyon', 'els', 'thyroid', 'want', 'think', 'dramat', 'whini', 'realli', 'hard', 'understand', 'ye', 'someon', 'look', 'fine', 'still', 'feel', 'terribl']",3
"['blood', 'test', 'yesterday', 'perhap', 'im', 'feel', 'particularli', 'fond', 'right', 'becaus', 'doctor', 'needl', 'wa', 'insid', 'time', 'spent', 'dizzi', 'head', 'non', 'meat', 'eat', 'nineteen', 'year', 'old', 'femal']",2
"['wa', 'admit', 'veri', 'worri', 'feel', 'isol', 'work', 'cubicl', 'pretti', 'much', 'unless', 'someon', 'need']",0
